epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,train/angle_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,val/angle_loss,lr/pg0,lr/pg1,lr/pg2
17,26.3978,1.35675,5.30922,0.01948,0.17548,0,0,0,0,1.64616,5.82295,0.01415,0.23947,0.000156207,0.000156207,0.000156207
18,28.1512,1.33917,5.03044,0.02104,0.09803,0,0,0,0,1.49453,5.88193,0.01222,0.2286,0.00016116,0.00016116,0.00016116
19,29.6932,1.13011,6.0522,0.02467,0.08279,0,0,0,0,1.49453,5.88193,0.01222,0.2286,0.000165547,0.000165547,0.000165547
20,31.4064,1.64247,4.85026,0.01378,0.1045,0,0,0,0,1.59805,5.78072,0.0173,0.23258,0.000169368,0.000169368,0.000169368
21,33.0169,0.90766,5.83088,0.02859,0.10657,0,0,0,0,1.59805,5.78072,0.0173,0.23258,0.000172623,0.000172623,0.000172623
22,34.699,1.46132,5.1818,0.01916,0.14522,0,0,0,0,1.58632,5.74,0.01759,0.22311,0.000175313,0.000175313,0.000175313
23,36.1723,1.42179,6.308,0.02272,0.11723,0,0,0,0,1.58632,5.74,0.01759,0.22311,0.000177436,0.000177436,0.000177436
24,37.75,1.55724,5.23737,0.01881,0.12292,0,0,0,0,1.58632,5.74,0.01759,0.22311,0.000178994,0.000178994,0.000178994
25,39.4388,1.38791,4.87336,0.02197,0.08101,0,0,0,0,1.6867,5.63728,0.01912,0.2127,0.000179985,0.000179985,0.000179985
26,40.8778,1.24335,6.87349,0.03494,0.11311,0,0,0,0,1.6867,5.63728,0.01912,0.2127,0.000180411,0.000180411,0.000180411
27,42.4757,1.27594,5.31868,0.01937,0.1241,0,0,0,0,1.6867,5.63728,0.01912,0.2127,0.000180271,0.000180271,0.000180271
28,44.1457,1.46081,4.68142,0.02451,0.14135,0,0,0,0,1.68273,5.50219,0.01958,0.17878,0.000179565,0.000179565,0.000179565
29,45.6352,1.43134,5.34123,0.01507,0.06669,0,0,0,0,1.68273,5.50219,0.01958,0.17878,0.000178293,0.000178293,0.000178293
30,47.2575,1.26625,5.22777,0.02555,0.13827,0,0,0,0,1.68273,5.50219,0.01958,0.17878,0.000176456,0.000176456,0.000176456
31,49.0136,1.45483,5.68633,0.02056,0.11654,0.02222,0.16667,0.015,0.0105,1.62777,5.43172,0.01883,0.1796,0.000174052,0.000174052,0.000174052
32,50.6655,1.65491,5.63754,0.01701,0.12108,0.02222,0.16667,0.015,0.0105,1.62777,5.43172,0.01883,0.1796,0.000171083,0.000171083,0.000171083
33,52.11,1.18699,5.54151,0.03085,0.12121,0.02222,0.16667,0.015,0.0105,1.62777,5.43172,0.01883,0.1796,0.000167547,0.000167547,0.000167547
34,53.8077,1.01047,4.99373,0.0186,0.08563,0.02222,0.16667,0.0165,0.01155,1.59617,5.33151,0.01881,0.18126,0.000163446,0.000163446,0.000163446
35,55.3383,0.72708,7.37342,0.0265,0.11325,0.02222,0.16667,0.0165,0.01155,1.59617,5.33151,0.01881,0.18126,0.000158779,0.000158779,0.000158779
36,57.0041,0.83528,4.98868,0.01889,0.0793,0.02222,0.16667,0.0165,0.01155,1.59617,5.33151,0.01881,0.18126,0.000153546,0.000153546,0.000153546
37,58.533,1.36601,5.03468,0.01585,0.14953,0.02222,0.16667,0.0165,0.01155,1.59617,5.33151,0.01881,0.18126,0.000147747,0.000147747,0.000147747
38,60.2756,1.21446,5.12357,0.02179,0.05953,0.04762,0.33333,0.0603,0.02237,1.5744,5.26181,0.01878,0.18187,0.000141382,0.000141382,0.000141382
39,61.8994,0.91144,5.11836,0.01358,0.03943,0.04762,0.33333,0.0603,0.02237,1.5744,5.26181,0.01878,0.18187,0.000134452,0.000134452,0.000134452
40,63.3881,1.43377,4.54429,0.02381,0.11023,0.04762,0.33333,0.0603,0.02237,1.5744,5.26181,0.01878,0.18187,0.000126955,0.000126955,0.000126955
41,65.054,0.92445,5.71944,0.01985,0.08952,0.04762,0.33333,0.0603,0.02237,1.5744,5.26181,0.01878,0.18187,0.000118893,0.000118893,0.000118893
42,66.729,1.30613,5.72466,0.01966,0.11572,0.03704,0.33333,0.05528,0.02208,1.5735,5.27202,0.01876,0.18463,0.000110264,0.000110264,0.000110264
43,68.4805,1.07003,5.65015,0.02464,0.10885,0.03704,0.33333,0.05528,0.02208,1.5735,5.27202,0.01876,0.18463,0.00010107,0.00010107,0.00010107
44,70.1097,1.00957,5.65759,0.02313,0.18371,0.03704,0.33333,0.05528,0.02208,1.5735,5.27202,0.01876,0.18463,9.13102e-05,9.13102e-05,9.13102e-05
45,71.7611,1.14851,6.59897,0.02003,0.18402,0.03704,0.33333,0.05528,0.02208,1.5735,5.27202,0.01876,0.18463,8.09843e-05,8.09843e-05,8.09843e-05
46,73.3064,1.24631,5.43641,0.01866,0.11122,0.03175,0.33333,0.05103,0.01708,1.57523,5.31367,0.01873,0.18532,7.00924e-05,7.00924e-05,7.00924e-05
47,74.9007,0.86269,5.97111,0.02878,0.09839,0.03175,0.33333,0.05103,0.01708,1.57523,5.31367,0.01873,0.18532,5.86347e-05,5.86347e-05,5.86347e-05
48,76.3167,1.25217,5.95782,0.02348,0.08969,0.03175,0.33333,0.05103,0.01708,1.57523,5.31367,0.01873,0.18532,4.66111e-05,4.66111e-05,4.66111e-05
49,77.89,1.1641,5.97118,0.02094,0.13207,0.03175,0.33333,0.05103,0.01708,1.57523,5.31367,0.01873,0.18532,3.40216e-05,3.40216e-05,3.40216e-05
50,79.3979,1.13664,6.02485,0.02155,0.09639,0.01515,0.16667,0.011,0.0077,1.5942,5.35399,0.01884,0.18427,2.08663e-05,2.08663e-05,2.08663e-05
